SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,TEAM_COUNT,player_name,season,player_id,season_type
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500383,2025-12-19T00:00:00,ATL vs. SAS,L,31.116666666666667,6,11,0.545,1,1,1.0,4,4,1.0,2,9,11,6,7,1,0,1,2,2,17,-15,35.2,1,0,37.0,1,17,17,17,28,27,29,14,16,30,1,12,18,1,8,13,10,25,1,11,13,10,12,25,27,29,28,1,8,28,1,31:07,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500371,2025-12-18T00:00:00,ATL @ CHA,L,39.483333333333334,16,27,0.593,4,9,0.444,7,7,1.0,1,10,11,9,4,1,1,0,3,5,43,-2,71.7,1,0,71.0,1,17,17,17,4,1,1,9,1,1,13,6,8,1,15,8,10,12,9,11,4,1,21,8,1,18,2,1,8,2,1,39:29,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022501217,2025-12-14T00:00:00,ATL vs. PHI,W,35.06666666666667,5,17,0.294,0,1,0.0,2,2,1.0,4,6,10,12,2,1,1,2,3,2,12,4,46.0,1,1,38.0,1,1,1,1,17,30,14,31,26,30,26,24,26,1,1,26,15,3,24,11,4,23,21,25,30,11,21,1,1,25,1,35:04,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022501210,2025-12-12T00:00:00,ATL @ DET,L,33.56666666666667,7,19,0.368,1,6,0.167,4,4,1.0,4,7,11,12,6,2,0,1,3,3,19,-25,50.2,1,1,47.0,1,17,17,17,22,22,8,30,16,7,23,12,18,1,1,23,10,3,2,4,13,10,21,14,24,32,15,1,1,15,1,33:34,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500351,2025-12-06T00:00:00,ATL @ WAS,W,39.11666666666667,10,18,0.556,2,5,0.4,8,8,1.0,0,12,12,12,3,2,0,2,1,6,30,7,65.4,1,1,60.0,1,1,1,1,6,7,10,13,8,11,15,3,6,1,22,4,7,3,17,4,13,23,3,6,6,9,5,1,1,4,1,39:07,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500340,2025-12-05T00:00:00,ATL vs. DEN,L,37.6,9,20,0.45,1,4,0.25,2,2,1.0,4,14,18,16,3,2,0,1,3,2,21,3,69.6,1,1,60.0,1,17,17,17,14,14,6,25,16,14,22,24,26,1,1,2,1,1,17,4,13,10,21,25,21,13,3,1,1,4,1,37:36,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500309,2025-12-01T00:00:00,ATL @ DET,L,37.68333333333333,9,17,0.529,4,8,0.5,7,8,0.875,3,10,13,7,4,0,0,1,5,8,29,6,51.1,1,0,53.0,1,17,17,17,12,14,14,17,1,2,6,6,6,18,5,8,4,20,9,30,13,10,31,2,7,10,14,1,8,9,1,37:41,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500304,2025-11-30T00:00:00,ATL @ PHI,W,45.11666666666667,10,21,0.476,4,8,0.5,17,22,0.773,0,14,14,7,6,1,1,1,1,11,41,-3,68.3,1,0,70.0,1,1,1,1,1,7,5,24,1,2,6,1,1,24,22,2,3,20,2,11,4,10,3,1,2,19,4,1,8,3,1,45:07,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500069,2025-11-28T00:00:00,ATL vs. CLE,W,38.8,9,18,0.5,3,7,0.429,8,12,0.667,3,9,12,12,3,2,0,2,1,6,29,20,64.4,1,1,60.0,1,1,1,1,9,14,10,19,5,5,14,3,2,26,5,13,7,3,17,4,13,23,3,6,7,3,6,1,1,4,1,38:48,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500057,2025-11-25T00:00:00,ATL @ WAS,L,30.066666666666666,3,12,0.25,0,4,0.0,1,1,1.0,2,5,7,7,5,1,2,2,3,1,7,-20,29.9,0,0,27.0,1,17,17,17,29,32,28,32,26,14,26,30,31,1,8,30,27,20,6,11,1,23,21,30,32,31,31,25,8,31,1,30:04,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500276,2025-11-23T00:00:00,ATL vs. CHA,W,39.56666666666667,11,22,0.5,2,4,0.5,4,5,0.8,1,7,8,11,0,1,0,1,0,3,28,3,57.1,1,0,51.0,1,1,1,1,3,4,3,19,8,14,6,12,15,21,15,23,24,8,32,11,13,10,1,14,9,13,10,1,8,11,1,39:34,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500270,2025-11-22T00:00:00,ATL @ NOP,W,34.483333333333334,6,15,0.4,2,4,0.5,4,6,0.667,1,10,11,9,4,1,1,3,1,3,18,20,46.7,1,0,44.0,1,1,1,1,21,27,22,29,8,14,6,12,9,26,15,8,10,12,9,11,4,32,3,14,25,3,20,1,8,20,1,34:29,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500267,2025-11-20T00:00:00,ATL @ SAS,L,37.95,10,15,0.667,2,3,0.667,4,6,0.667,0,12,12,7,4,1,0,1,3,4,26,-1,49.9,1,0,49.0,1,17,17,17,11,7,22,4,8,18,3,12,9,26,22,4,7,20,9,11,13,10,21,10,10,16,17,1,8,13,1,37:57,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500251,2025-11-18T00:00:00,ATL vs. DET,L,39.1,8,18,0.444,3,8,0.375,6,6,1.0,0,8,8,9,4,3,1,2,2,5,25,-7,56.1,0,0,53.0,1,17,17,17,7,20,10,26,5,2,17,9,9,1,22,19,24,12,9,2,4,23,12,8,11,22,11,25,8,9,1,39:06,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500239,2025-11-16T00:00:00,ATL @ PHX,W,39.45,9,13,0.692,2,3,0.667,5,6,0.833,2,8,10,7,5,1,0,1,1,3,25,21,45.5,1,0,46.0,1,1,1,1,5,14,26,2,8,18,3,10,9,19,8,19,15,20,6,11,13,10,3,14,11,2,22,1,8,16,1,39:27,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500227,2025-11-13T00:00:00,ATL @ UTA,W,40.64,10,19,0.526,4,5,0.8,7,11,0.636,2,16,18,14,6,7,0,1,0,7,31,16,88.6,1,1,81.0,1,1,1,1,2,7,8,18,1,11,2,6,3,29,8,1,1,2,2,1,13,10,1,3,5,5,1,1,1,1,1,40:38,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500223,2025-11-12T00:00:00,ATL @ SAC,W,23.83,9,10,0.9,2,3,0.667,4,4,1.0,0,10,10,8,1,1,0,0,2,3,24,39,50.0,1,0,46.0,1,1,1,1,32,14,31,1,8,18,3,12,18,1,22,8,15,16,28,11,13,1,12,14,14,1,16,1,8,16,1,23:50,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500206,2025-11-10T00:00:00,ATL @ LAC,W,34.75,7,16,0.438,0,3,0.0,2,2,1.0,0,10,10,8,1,1,1,2,2,1,16,3,45.0,1,0,38.0,1,1,1,1,20,22,17,27,26,18,26,24,26,1,22,8,15,16,28,11,4,23,12,30,29,13,25,1,8,25,1,34:45,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500030,2025-11-07T00:00:00,ATL vs. TOR,L,33.04,8,14,0.571,2,5,0.4,3,3,1.0,1,6,7,4,6,1,0,0,2,3,21,-9,32.4,0,0,36.0,1,17,17,17,24,20,24,11,8,11,15,20,23,1,15,26,27,30,2,11,13,1,12,14,21,23,29,25,8,29,1,33:02,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500166,2025-11-04T00:00:00,ATL vs. ORL,W,32.983333333333334,6,11,0.545,1,2,0.5,4,5,0.8,0,6,6,5,3,1,0,0,4,4,17,-1,31.7,0,0,31.0,1,1,1,1,25,27,29,14,16,27,6,12,15,21,22,26,31,27,17,11,13,1,29,10,27,16,30,25,8,30,1,32:59,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500151,2025-11-02T00:00:00,ATL @ CLE,L,34.76833333333333,10,16,0.625,1,2,0.5,2,5,0.4,1,12,13,5,4,1,0,1,1,3,23,-12,45.1,1,0,44.0,1,17,17,17,19,7,17,5,16,27,6,24,15,31,15,4,4,27,9,11,13,10,3,14,17,25,24,1,8,20,1,34:46,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500020,2025-10-31T00:00:00,ATL @ IND,W,33.28333333333333,9,16,0.563,0,3,0.0,4,4,1.0,1,12,13,8,1,2,1,0,2,2,22,13,57.6,1,0,49.0,1,1,1,1,23,14,17,12,26,18,26,12,18,1,15,4,4,16,28,4,4,1,12,25,19,6,9,1,8,13,1,33:17,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500130,2025-10-29T00:00:00,ATL @ BKN,W,29.416666666666668,10,16,0.625,1,3,0.333,2,2,1.0,4,3,7,5,2,1,0,0,4,3,23,-11,39.9,0,0,38.0,1,1,1,1,30,7,17,5,16,18,18,24,26,1,1,32,27,27,24,11,13,1,29,14,17,24,27,25,8,25,1,29:25,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500115,2025-10-27T00:00:00,ATL @ CHI,L,31.733333333333334,11,18,0.611,0,3,0.0,3,3,1.0,2,4,6,3,1,3,0,2,2,2,25,-14,44.7,0,0,40.0,1,17,17,17,27,4,10,7,26,18,26,20,23,1,8,31,31,31,28,2,13,23,12,25,11,27,26,25,8,24,1,31:44,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500090,2025-10-24T00:00:00,ATL @ ORL,W,25.966666666666665,5,10,0.5,0,0,0.0,2,2,1.0,2,6,8,1,3,1,0,0,5,3,12,-12,23.1,0,0,23.0,1,1,1,1,31,30,31,19,26,32,26,24,26,1,8,26,24,32,17,11,13,1,31,14,30,25,32,25,8,32,1,25:58,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500082,2025-10-22T00:00:00,ATL vs. TOR,L,34.815,7,13,0.538,0,2,0.0,8,10,0.8,0,7,7,8,3,1,1,1,1,7,22,-15,45.4,0,0,41.0,1,17,17,17,18,22,26,16,26,27,26,3,5,21,22,23,27,16,17,11,4,10,3,3,19,29,23,25,8,23,1,34:49,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500472,2026-01-01T00:00:00,MIA @ DET,W,32.88333333333333,5,14,0.357,1,2,0.5,4,4,1.0,3,11,14,0,1,2,1,1,2,5,15,17,39.8,1,0,36.0,1,1,1,1,12,15,10,22,9,20,4,8,12,1,2,4,3,24,14,2,8,17,14,7,18,5,9,1,1,12,1,32:53,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500450,2025-12-29T00:00:00,MIA vs. DEN,W,21.163333333333334,5,10,0.5,1,2,0.5,2,2,1.0,3,7,10,4,2,1,0,0,3,1,13,3,32.0,1,0,30.0,1,1,1,1,25,15,23,10,9,20,4,19,20,1,2,14,10,3,8,8,13,1,21,23,22,14,22,1,1,20,1,21:10,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500414,2025-12-23T00:00:00,MIA vs. TOR,L,34.13666666666666,4,11,0.364,0,2,0.0,1,3,0.333,1,11,12,3,1,2,0,0,2,5,9,-16,32.9,0,0,28.0,1,14,14,14,8,20,19,19,19,20,19,22,18,23,13,4,7,7,14,2,13,1,14,7,23,24,19,14,1,23,1,34:08,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500398,2025-12-21T00:00:00,MIA @ NYK,L,33.56666666666667,4,11,0.364,0,3,0.0,6,7,0.857,3,6,9,0,3,0,0,0,3,5,14,-5,21.8,0,0,23.0,1,14,14,14,9,20,19,19,19,15,19,4,5,9,2,17,16,24,4,20,13,1,21,7,21,18,25,14,1,24,1,33:34,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500381,2025-12-19T00:00:00,MIA @ BOS,L,36.105,6,13,0.462,0,1,0.0,4,6,0.667,4,6,10,4,3,1,0,1,5,3,16,-15,34.0,1,0,32.0,1,14,14,14,5,13,13,13,19,26,19,8,7,16,1,17,10,3,4,8,13,17,25,15,17,23,18,1,1,18,1,36:06,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500373,2025-12-18T00:00:00,MIA @ BKN,W,31.063333333333333,4,13,0.308,0,2,0.0,0,2,0.0,2,15,17,1,3,1,3,2,5,3,8,12,38.9,0,0,34.0,1,1,1,1,15,20,13,24,19,20,19,24,20,24,9,1,1,19,4,8,1,25,25,15,25,8,10,14,1,15,1,31:04,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022501227,2025-12-15T00:00:00,MIA vs. TOR,L,33.016666666666666,7,13,0.538,1,3,0.333,5,8,0.625,0,10,10,2,2,1,0,1,2,5,20,-5,36.0,1,0,35.0,1,14,14,14,11,8,13,7,9,15,11,6,3,20,23,8,10,14,8,8,13,17,14,7,8,18,14,1,1,13,1,33:01,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022501201,2025-12-09T00:00:00,MIA @ ORL,L,35.55,7,14,0.5,0,3,0.0,5,6,0.833,1,7,8,2,0,1,3,0,1,4,19,6,43.6,0,0,37.0,1,14,14,14,6,8,10,10,19,15,19,6,7,11,13,14,17,14,23,8,1,1,4,13,10,11,6,14,1,10,1,35:33,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500354,2025-12-06T00:00:00,MIA vs. SAC,L,24.583333333333332,4,9,0.444,0,3,0.0,1,2,0.5,2,5,7,3,0,0,0,0,0,1,9,-17,21.9,0,0,19.0,1,14,14,14,24,20,24,14,19,15,19,22,20,22,9,22,19,7,23,20,13,1,1,23,23,26,24,14,1,25,1,24:35,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500339,2025-12-05T00:00:00,MIA @ ORL,L,39.516666666666666,9,15,0.6,2,4,0.5,4,6,0.667,2,13,15,3,5,2,2,0,2,7,24,3,53.5,1,0,52.0,1,14,14,14,1,6,8,2,6,11,4,8,7,16,9,2,2,7,2,2,4,1,14,1,5,14,2,1,1,2,1,39:31,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500332,2025-12-03T00:00:00,MIA @ DAL,L,28.4,10,19,0.526,1,6,0.167,0,0,0.0,1,6,7,1,1,1,0,0,1,2,21,-6,32.9,0,0,32.0,1,14,14,14,22,2,2,9,9,4,18,24,25,24,13,17,19,19,14,8,13,1,4,18,7,20,19,14,1,18,1,28:24,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500313,2025-12-01T00:00:00,MIA vs. LAC,W,31.638333333333332,10,17,0.588,5,8,0.625,2,2,1.0,3,11,14,3,1,2,2,0,0,1,27,33,59.3,1,0,57.0,1,1,1,1,14,2,5,3,1,2,2,19,20,1,2,4,3,7,14,2,4,1,1,23,2,1,1,1,1,1,1,31:38,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500296,2025-11-29T00:00:00,MIA vs. DET,L,33.2,5,9,0.556,1,2,0.5,4,6,0.667,2,8,10,1,3,2,1,0,1,4,15,14,34.5,1,0,33.0,1,14,14,14,10,15,24,4,9,20,4,8,7,16,9,13,10,19,4,2,8,1,4,13,18,7,17,1,1,16,1,33:12,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500062,2025-11-26T00:00:00,MIA vs. MIL,W,28.616666666666667,7,16,0.438,1,5,0.2,2,2,1.0,0,11,11,2,1,0,1,1,0,2,17,-11,35.2,1,0,33.0,1,1,1,1,21,8,6,16,9,5,14,19,20,1,23,4,9,14,14,20,8,17,1,18,14,21,15,1,1,16,1,28:37,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500286,2025-11-24T00:00:00,MIA vs. DAL,W,29.336666666666666,5,13,0.385,0,3,0.0,7,11,0.636,3,3,6,1,2,1,2,1,1,7,17,-16,32.7,0,0,30.0,1,1,1,1,19,15,13,18,19,15,19,3,1,19,2,25,23,19,8,8,4,17,4,1,14,24,21,14,1,20,1,29:20,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500275,2025-11-23T00:00:00,MIA @ PHI,W,32.526666666666664,7,14,0.5,1,4,0.25,3,4,0.75,3,10,13,1,2,1,0,0,1,2,18,4,36.1,1,0,35.0,1,1,1,1,13,8,10,10,9,11,13,14,12,13,2,8,5,19,8,8,13,1,4,18,12,12,12,1,1,13,1,32:32,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500051,2025-11-21T00:00:00,MIA @ CHI,W,29.456666666666667,4,11,0.364,2,5,0.4,8,10,0.8,1,6,7,5,1,0,3,0,3,6,18,24,41.9,0,0,38.0,1,1,1,1,18,20,19,19,6,5,10,1,2,12,13,17,19,1,14,20,1,1,21,5,12,4,7,14,1,8,1,29:27,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500257,2025-11-19T00:00:00,MIA vs. GSW,W,28.8,7,13,0.538,3,4,0.75,3,3,1.0,1,6,7,3,1,1,2,0,1,2,20,15,40.9,0,0,39.0,1,1,1,1,20,8,13,7,4,11,1,14,18,1,13,17,19,7,14,8,4,1,4,18,8,6,8,14,1,5,1,28:48,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500178,2025-11-05T00:00:00,MIA @ DEN,L,8.2,1,5,0.2,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,2,4,3.2,0,0,3.0,1,14,14,14,26,26,26,26,19,20,19,24,25,24,23,26,26,24,23,20,13,1,4,26,26,12,26,14,1,26,1,8:12,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500164,2025-11-03T00:00:00,MIA @ LAC,W,30.216666666666665,10,18,0.556,2,4,0.5,3,5,0.6,0,10,10,4,2,2,0,0,1,5,25,2,47.0,1,0,45.0,1,1,1,1,17,2,4,4,6,11,4,14,11,21,23,8,10,3,8,2,13,1,4,7,4,16,4,1,1,4,1,30:13,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500155,2025-11-02T00:00:00,MIA @ LAL,L,36.333333333333336,6,11,0.545,1,5,0.2,4,4,1.0,1,7,8,5,0,3,1,0,1,5,17,-13,46.1,0,0,39.0,1,14,14,14,4,13,19,6,9,5,14,8,12,1,13,14,17,1,23,1,8,1,4,7,14,22,5,14,1,5,1,36:20,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500141,2025-10-30T00:00:00,MIA @ SAS,L,37.166666666666664,12,27,0.444,4,13,0.308,3,4,0.75,1,9,10,3,2,1,1,2,2,7,31,7,51.5,1,0,52.0,1,14,14,14,3,1,1,14,2,1,12,14,12,13,13,11,10,7,8,8,8,25,14,1,1,10,3,1,1,2,1,37:10,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500124,2025-10-28T00:00:00,MIA vs. CHA,W,30.266666666666666,10,16,0.625,3,5,0.6,3,4,0.75,1,5,6,2,1,0,0,0,2,2,26,29,35.2,0,0,37.0,1,1,1,1,16,2,6,1,4,5,3,14,12,13,13,22,23,14,14,20,13,1,14,18,3,2,15,14,1,10,1,30:16,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500108,2025-10-26T00:00:00,MIA vs. NYK,W,38.31666666666667,5,15,0.333,1,5,0.2,8,8,1.0,1,12,13,3,6,1,0,1,1,7,19,10,36.1,1,0,38.0,1,1,1,1,2,15,8,23,9,5,14,1,3,1,13,3,5,7,1,8,13,17,4,1,10,9,12,1,1,8,1,38:19,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500094,2025-10-24T00:00:00,MIA @ MEM,W,28.35,8,19,0.421,4,8,0.5,4,4,1.0,1,4,5,4,1,1,0,1,2,3,24,25,38.0,0,0,39.0,1,1,1,1,23,7,2,17,2,2,4,8,12,1,13,24,25,3,14,8,13,17,14,15,5,3,11,14,1,5,1,28:21,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0022500081,2025-10-22T00:00:00,MIA @ ORL,L,34.2,4,13,0.308,1,5,0.2,6,7,0.857,3,9,12,2,4,0,0,1,3,6,15,-2,28.4,1,0,30.0,1,14,14,14,7,20,13,24,9,5,14,4,5,9,2,11,7,14,3,20,13,17,21,5,18,17,23,1,1,20,1,34:12,1,Bam Adebayo,2025-26,1628389,Regular Season
2025-26,1630578,Alperen Sengun,Alperen,1610612745,HOU,Houston Rockets,0022500471,2026-01-01T00:00:00,HOU @ BKN,W,33.666666666666664,8,12,0.667,0,0,0.0,4,6,0.667,2,4,6,6,1,2,1,0,4,6,20,30,44.2,0,0,38.0,1,1,1,1,19,16,23,5,11,24,11,15,13,16,16,21,20,15,25,5,8,1,14,11,16,1,17,17,2,18,1,33:40,1,Alperen Sengun,2025-26,1630578,Regular Season
2025-26,1630578,Alperen Sengun,Alperen,1610612745,HOU,Houston Rockets,0022500012,2025-12-25T00:00:00,HOU @ LAL,W,31.216666666666665,5,7,0.714,0,0,0.0,4,4,1.0,3,9,12,4,6,1,0,0,1,5,14,24,31.4,1,0,32.0,1,1,1,1,20,24,27,2,11,24,11,15,20,1,10,3,4,24,1,13,17,1,2,17,25,3,24,1,2,23,1,31:13,1,Alperen Sengun,2025-26,1630578,Regular Season
2025-26,1630578,Alperen Sengun,Alperen,1610612745,HOU,Houston Rockets,0022500422,2025-12-23T00:00:00,HOU @ LAC,L,28.083333333333332,9,16,0.563,0,0,0.0,1,1,1.0,6,5,11,7,3,2,1,2,2,4,19,-9,48.7,1,0,43.0,1,19,19,19,26,13,14,12,11,24,11,25,25,1,2,16,6,9,14,5,8,20,6,22,18,24,13,1,2,15,1,28:05,1,Alperen Sengun,2025-26,1630578,Regular Season
2025-26,1630578,Alperen Sengun,Alperen,1610612745,HOU,Houston Rockets,0022500401,2025-12-21T00:00:00,HOU @ SAC,L,40.92333333333333,12,17,0.706,0,1,0.0,4,6,0.667,1,5,6,3,4,2,2,0,4,6,28,3,47.7,0,0,45.0,1,19,19,19,4,2,12,3,11,17,11,15,13,16,23,16,20,26,8,5,3,1,14,11,5,15,15,17,2,12,1,40:55,1,Alperen Sengun,2025-26,1630578,Regular Season
2025-26,1630578,Alperen Sengun,Alperen,1610612745,HOU,Houston Rockets,0022500386,2025-12-20T00:00:00,HOU @ DEN,W,30.356666666666666,4,9,0.444,0,1,0.0,0,0,0.0,0,6,6,4,5,1,1,0,3,3,8,24,22.2,0,0,22.0,1,1,1,1,22,27,25,19,11,17,11,26,26,26,27,13,20,24,3,13,8,1,7,25,27,3,27,17,2,27,1,30:21,1,Alperen Sengun,2025-26,1630578,Regular Season
2025-26,1630578,Alperen Sengun,Alperen,1610612745,HOU,Houston Rockets,0022500375,2025-12-18T00:00:00,HOU @ NOP,L,35.696666666666665,11,26,0.423,0,4,0.0,6,10,0.6,6,5,11,8,2,2,2,2,5,5,28,-5,63.2,1,0,55.0,1,19,19,19,14,5,3,22,11,4,11,7,3,22,2,16,6,6,21,5,3,20,18,17,5,22,5,1,2,5,1,35:42,1,Alperen Sengun,2025-26,1630578,Regular Season
