SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,TEAM_COUNT,SEASON
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100389,2021-12-10T00:00:00,OKC vs. LAL,L,32.05,5,12,0.417,0,5,0.0,2,2,1.0,1,6,7,7,3,1,0,0,2,3,12,-14,30.9,0,0,28.0,1,18,18,18,25,25,26,27,34,10,34,10,15,1,30,19,27,20,25,10,17,1,28,7,29,42,30,17,5,34,1,32:03,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100400,2021-12-12T00:00:00,OKC vs. DAL,L,30.2,3,14,0.214,0,4,0.0,0,0,0.0,1,6,7,4,4,1,1,3,3,2,6,-24,22.4,0,0,21.0,1,18,18,18,36,40,18,51,34,23,34,26,27,26,30,19,27,38,8,10,5,48,44,15,47,52,47,17,5,46,1,30:12,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100422,2021-12-15T00:00:00,OKC vs. NOP,L,36.7,8,18,0.444,1,5,0.2,0,0,0.0,2,7,9,7,1,1,0,1,3,4,17,-4,40.3,0,0,36.0,1,18,18,18,6,4,3,23,15,10,28,26,27,26,15,12,17,20,46,10,17,27,44,2,10,26,10,17,5,10,1,36:42,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100444,2021-12-18T00:00:00,OKC vs. LAC,W,31.535,4,14,0.286,0,1,0.0,0,0,0.0,4,14,18,10,4,0,0,2,0,0,8,-7,40.6,1,0,36.0,1,1,1,1,28,33,18,45,34,51,34,26,27,26,4,1,1,4,8,38,17,42,1,43,41,32,8,1,5,10,1,31:32,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100460,2021-12-20T00:00:00,OKC @ MEM,W,29.826666666666668,7,16,0.438,3,8,0.375,2,6,0.333,2,3,5,11,3,1,0,0,3,4,19,0,41.5,1,0,40.0,1,1,1,1,41,10,8,25,2,2,15,10,1,25,15,48,40,3,25,10,17,1,44,2,4,14,5,1,5,4,1,29:50,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100474,2021-12-22T00:00:00,OKC vs. DEN,W,33.76,5,11,0.455,1,5,0.2,3,4,0.75,0,5,5,3,1,2,1,0,1,3,14,8,32.5,0,0,29.0,1,1,1,1,13,25,32,21,15,10,28,5,4,11,45,31,40,46,46,4,5,1,9,7,21,3,27,17,5,31,1,33:46,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100483,2021-12-23T00:00:00,OKC @ PHX,L,30.77166666666667,7,17,0.412,1,4,0.25,2,3,0.667,1,5,6,2,1,1,0,1,0,3,17,-10,29.2,0,0,28.0,1,18,18,18,34,10,5,30,15,23,23,10,11,13,30,31,37,53,46,10,17,27,1,7,10,37,34,17,5,34,1,30:46,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100497,2021-12-26T00:00:00,OKC vs. NOP,W,27.633333333333333,0,8,0.0,0,2,0.0,0,0,0.0,2,8,10,10,3,0,1,1,0,0,0,-6,27.0,1,0,22.0,1,1,1,1,47,54,47,54,34,40,34,26,27,26,15,8,12,4,25,38,5,27,1,43,54,29,40,1,5,44,1,27:38,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100550,2022-01-02T00:00:00,OKC vs. DAL,L,36.166666666666664,7,16,0.438,3,5,0.6,0,0,0.0,1,12,13,14,3,4,0,0,1,2,17,6,62.6,1,1,55.0,1,18,18,18,7,10,8,25,2,10,5,26,27,26,30,2,3,1,25,1,17,1,9,15,10,5,1,1,1,2,1,36:10,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100574,2022-01-05T00:00:00,OKC @ MIN,L,34.88333333333333,6,11,0.545,2,4,0.5,0,0,0.0,4,11,15,6,6,1,0,1,2,1,14,-11,38.0,1,0,39.0,1,18,18,18,10,19,32,5,9,23,8,26,27,26,4,3,2,27,2,10,17,27,28,31,21,38,12,1,5,6,1,34:53,1,2021-22
